Ciudad,Estado_Geo,Anio,Mes,Lat,Lon
Tingambato,Michoacán,2025,11,19.716463930777767,-101.2919540989319
León De Los Aldama,Guanajuato,2025,12,21.220966877257702,-101.39500610088336
Monterrey,Nuevo León,2025,12,25.8879926694361,-99.91561164972195
Acapulco De Juárez,Guerrero,2025,8,23.990005341817568,-102.36773571208047
San Mateo Atenco,México,2025,12,19.193295156851537,-100.14260554341166
Manzanillo,Colima,2025,12,23.475582952639947,-102.3364626279833
Tuxpan,Michoacán,2025,11,19.16048193984087,-102.02876403313024
Xalapa,Veracruz,2025,11,23.678280140996176,-102.03892968253055
León De Los Aldama,Guanajuato,2025,12,20.55494227379674,-101.60873727224688
Morelia,Michoacán,2025,11,19.532098018132462,-101.79217587627298
Valle De Chalco Solidaridad,México,2025,9,19.397944634707578,-100.07035033192135
Playas De Rosarito,Baja California,2025,11,30.627141252128283,-114.78692574815405
Xalapa,Veracruz,2025,12,23.69083326056901,-102.49780498966875
Tecámac,México,2025,9,18.88580024993905,-99.56031498267996
Parras,Coahuila De Zaragoza,2026,2,23.137348188749215,-102.93292352261157
Villa De Zaachila,Oaxaca,2025,11,23.92260056065966,-102.25003952960083
Centro,Tabasco,2025,10,23.460190641411263,-102.79009440690442
Cuauhtémoc,Ciudad de México,2026,2,19.059660512651885,-98.7351457105593
Durango,Durango,2025,10,23.622243260054805,-102.794860359518
Guadalajara,Jalisco,2025,11,20.929493553098613,-103.65871227933634
Córdoba,Veracruz,2025,8,23.315821027496845,-102.96345033215191
Tototlán,Jalisco,2025,11,20.782390475819003,-103.37733305489
Tonalá,Jalisco,2025,11,20.244847464993768,-103.28455886673738
Zapopan,Jalisco,2025,8,20.211181721168607,-103.78369136057165
Zamora,Michoacán,2025,9,19.59785463156815,-101.43127238330499
Santa Lucía Del Camino,Oaxaca,2025,10,23.640635121610106,-102.54671116525198
Guadalajara,Jalisco,2025,11,20.796929901498206,-103.32500973067242
Guaymas,Sonora,2025,12,23.826091333722662,-102.55923725306177
Xochimilco,Ciudad de México,2025,11,19.908452079462535,-99.23243693912468
Naucalpan De Juárez,México,2025,11,19.371600348301197,-99.59605966869178
Nezahualcóyotl,México,2025,12,19.178256472941246,-100.00045975406928
Tonalá,Jalisco,2025,12,20.954686194768705,-103.66747186950474
Corregidora,Querétaro,2025,10,23.370832251262076,-102.13821437898648
Guadalajara,Jalisco,2025,9,20.598471420705636,-102.90328453786637
Tijuana,Baja California,2025,12,30.419056381342266,-115.41049068372024
Cuauhtémoc,Ciudad de México,2025,10,18.95795074341546,-99.36245532685645
Comitán De Domínguez,Chiapas,2025,11,24.062648414677927,-102.35600045676098
Celaya,Guanajuato,2026,1,21.354980120512206,-101.34866582890191
El Marqués,Querétaro,2025,10,23.7959742060937,-102.97461364433966
Tarímbaro,Michoacán,2025,10,19.475452944414272,-102.05064740263381
Tapachula,Chiapas,2025,11,23.273294320070846,-102.28402777115261
Coyoacán,Ciudad de México,2025,12,19.089037042671087,-98.97427605808986
Guasave,Sinaloa,2025,10,23.3502428981646,-102.97290400749651
León De Los Aldama,Guanajuato,2025,10,21.06822666470612,-101.53542783806705
San Bartolo Coyotepec,Oaxaca,2025,12,23.814595922700065,-102.76892520341192
Tultepec,México,2025,12,19.515497376717732,-99.48380725640126
Tijuana,Baja California,2025,11,30.62053389694594,-115.76408946224564
Durango,Durango,2025,11,24.054865280663197,-102.89589141801542
Tlalnepantla De Baz,México,2025,11,19.593196916695767,-99.35578391462681
Guasave,Sinaloa,2025,10,23.6543540525114,-102.82145533794566
Boca Del Río,Veracruz,2025,12,23.711720746234352,-102.34725389214813
Durango,Durango,2025,11,23.51960006242779,-102.76181721895327
Zapopan,Jalisco,2025,8,20.40723098950116,-103.74995860724066
Benito Juárez,Quintana Roo,2025,10,23.455972678651264,-102.75682780900054
Tijuana,Baja California,2025,10,31.09844611046437,-115.06153306814434
Nezahualcóyotl,México,2025,11,18.869693488629757,-99.30000353189371
Tijuana,Baja California,2025,8,30.456672640506916,-114.95358013543301
Cuernavaca,Morelos,2025,10,23.146002642021756,-102.60281647038154
Tizayuca,Hidalgo,2025,11,23.14072880231897,-102.33191486342935
Chilpancingo De Los Bravo,Guerrero,2025,12,23.955460584011007,-102.79501570458417
Tepatitlán De Morelos,Jalisco,2025,12,20.863157859380024,-103.55625226973899
Tacámbaro,Michoacán,2025,9,19.540673829087325,-101.31046418147888
Durango,Durango,2025,12,23.197834160651002,-102.98699807648926
Chimalhuacán,México,2025,8,19.34691587511683,-100.07019146914553
Tláhuac,Ciudad de México,2025,10,19.406071770780567,-99.42531374485398
San Pedro Tlaquepaque,Jalisco,2025,9,20.332701869910018,-103.82286779612619
Aguascalientes,Aguascalientes,2025,8,23.533851649237974,-102.8185645649102
Mineral De La Reforma,Hidalgo,2025,9,23.498504734397375,-102.41695843903031
Mexicali,Baja California,2025,10,30.956450098052215,-115.3623754494075
Chihuahua,Chihuahua,2025,12,23.735093650867647,-102.10732828892303
Tijuana,Baja California,2025,10,30.385904009772045,-114.96635643826156
Nezahualcóyotl,México,2025,11,19.22991261462647,-99.81388264830213
Durango,Durango,2025,10,23.72585991571424,-102.7405765665687
Buenaventura,Chihuahua,2025,10,23.60313625858009,-102.62030759183273
San Felipe Del Progreso,México,2025,9,19.71178984118832,-99.5654050574852
Culiacán,Sinaloa,2025,9,23.758693631618947,-102.73193635917713
Hidalgo,Michoacán,2025,11,19.22943442708143,-101.58265109215087
Tlaxcala,Tlaxcala,2025,9,23.17056874740043,-102.59058834780876
Anáhuac,Nuevo León,2025,12,25.734619278206313,-99.94415281914802
Villa De Tamazulápam Del Progreso,Oaxaca,2025,11,23.126511310541623,-102.56387347086468
Mazatlán,Sinaloa,2025,8,23.685775581273464,-102.70553424045808
Tala,Jalisco,2025,11,21.099730241424957,-102.90094669303785
Monclova,Coahuila De Zaragoza,2025,12,23.67547417787588,-102.23639420584024
Juchitepec,México,2025,9,19.243469926206522,-100.01558682423354
Poza Rica De Hidalgo,Veracruz,2025,10,23.743288218442355,-102.13153202410209
Metepec,Hidalgo,2025,10,23.558252890491516,-102.51256880175049
Puerto Vallarta,Jalisco,2025,8,20.705116789315937,-102.95484777310591
Tonalá,Jalisco,2025,11,21.100964808776528,-103.04954474405268
Apodaca,Nuevo León,2025,11,25.478302637800773,-100.07098649553078
Ixtlahuaca,México,2025,9,19.816490563823915,-100.13323069167988
Tuxtla Gutiérrez,Chiapas,2025,9,24.005350641956063,-102.73132264061505
Solidaridad,Quintana Roo,2025,10,23.295791134789297,-102.45836578533914
Tlajomulco De Zúñiga,Jalisco,2025,12,20.228861300875167,-103.21592178017386
Monterrey,Nuevo León,2025,11,25.192978001377426,-100.2383123145668
Torreón,Coahuila De Zaragoza,2025,12,23.118221825651553,-102.86064392592718
Santa María Huatulco,Oaxaca,2025,11,23.19444296075593,-102.1650697632007
Morelia,Michoacán,2025,11,19.749506773416357,-101.22239781929645
Torreón,Coahuila De Zaragoza,2025,9,23.17118864846023,-102.47430981769732
Tijuana,Baja California,2025,12,30.65957563029376,-115.6121207141517
Xalisco,Nayarit,2025,8,23.944875310969454,-102.72769267348063
Zapopan,Jalisco,2025,10,20.182771935735826,-103.83100932345253
Rosario,Sinaloa,2025,11,23.914468482588937,-102.0857011934395
Santa Cruz De Juventino Rosas,Guanajuato,2025,12,20.8008547747734,-101.63964891710987
Cuautitlán,México,2025,10,18.973464827621655,-99.57918352448574
Mexicali,Baja California,2025,11,31.03733716536415,-115.5097447793128
León De Los Aldama,Guanajuato,2025,10,21.147942846779884,-101.2032219974842
Guadalajara,Jalisco,2025,8,21.036972013527055,-103.19797961164814
El Salto,Jalisco,2025,9,20.894571043803886,-103.0196581962928
Tijuana,Baja California,2025,11,31.144080930384845,-115.5773787282394
Iztacalco,Ciudad de México,2025,11,19.214634572571306,-99.62220417134152
Tepic,Nayarit,2025,8,23.277439543779725,-102.8631143699312
Cajeme,Sonora,2025,11,23.850614751640858,-102.0999813581519
Zapopan,Jalisco,2025,10,20.966334739267264,-102.97550992243748
Juárez,Chihuahua,2025,11,24.090505142000676,-102.40258689782969
Tuxtla Gutiérrez,Chiapas,2025,12,23.51261767691143,-102.39948313956634
León De Los Aldama,Guanajuato,2025,8,20.89101808579278,-101.09236332545375
Villagrán,Guanajuato,2025,9,21.295412960741995,-101.58202872137656
Tijuana,Baja California,2025,11,30.681403540253015,-114.86938805407505
Tingambato,Michoacán,2025,11,19.997257325603567,-101.78802947510793
Tijuana,Baja California,2025,8,31.19901275184301,-115.4006614717505
Río Blanco,Veracruz,2025,12,23.52899402737502,-102.48108229471717
Salamanca,Guanajuato,2025,12,21.269871067791495,-101.71043403322494
Guadalajara,Jalisco,2025,11,20.914042874084682,-103.68311663124392
Tangancícuaro,Michoacán,2025,8,19.169623868835934,-101.46876638357364
Allende,Nuevo León,2026,2,25.994752906679565,-100.41340133207487
Tuxpan,Michoacán,2025,10,19.571752372447857,-101.60364789053361
Puebla,Puebla,2025,10,23.926457466107742,-102.75465089031869
Durango,Durango,2025,10,23.420049601030613,-102.61070438595803
Saltillo,Coahuila De Zaragoza,2025,12,23.995523228496204,-102.7113062632293
San Pedro Tlaquepaque,Jalisco,2025,12,20.548701678734165,-103.49372728353505
Coyoacán,Ciudad de México,2025,12,18.9434376514803,-98.91415409481576
Nezahualcóyotl,México,2025,8,19.760681976419264,-99.85857828437682
Saltillo,Coahuila De Zaragoza,2025,12,23.191286676786135,-102.4335953597031
Corregidora,Querétaro,2025,12,23.419313637590417,-102.52394959780091
Zamora,Michoacán,2025,9,20.016561967050805,-101.54312883463736
Tijuana,Baja California,2025,9,31.291207146937555,-114.84697026067523
Durango,Durango,2025,9,23.67343788812329,-102.26742790278975
Ixtapan De La Sal,México,2025,8,19.4871372121698,-99.94075962140924
Yautepec,Morelos,2025,10,23.548445521978323,-102.96881686493872
Naucalpan De Juárez,México,2025,11,19.148510771698064,-99.89343595570017
Ahome,Sinaloa,2025,9,23.428664545369916,-102.40492206929974
Chilapa De Álvarez,Guerrero,2025,8,23.77251845607704,-102.94857418651576
San Pedro Tlaquepaque,Jalisco,2025,10,20.911874529437682,-103.35303375279877
Puruándiro,Michoacán,2025,11,19.85807904372585,-101.60995715108311
Azcapotzalco,Ciudad de México,2025,8,19.722218142794553,-99.29895610918304
Bahía De Banderas,Nayarit,2025,11,23.191206103048692,-102.22908779625418
Tijuana,Baja California,2025,8,30.83502030470258,-115.67720174686623
Playas De Rosarito,Baja California,2025,12,30.398158760016642,-115.7086622182642
Acatzingo,Puebla,2025,12,23.649528882323736,-102.27181124379639
Apodaca,Nuevo León,2025,9,25.533730501373377,-100.0007086837938
Cuautitlán,México,2025,12,19.7430041827583,-99.46729760357226
San Pedro Tlaquepaque,Jalisco,2025,10,20.51041501255208,-103.41457266139625
Guadalajara,Jalisco,2025,12,20.276567016427606,-103.6029979667609
Querétaro,Querétaro,2025,11,23.24299168205284,-102.1808976823258
León De Los Aldama,Guanajuato,2025,9,21.28051063171747,-100.95798412103102
Puebla,Puebla,2025,12,23.71821806331626,-102.30530352914558
Zapotlanejo,Jalisco,2025,10,20.260622676122793,-103.57725486277003
Ensenada,Baja California,2026,2,30.424706806114997,-115.19356933313091
Matehuala,San Luis Potosí,2025,12,23.800969131459123,-102.63902610305998
Mexicali,Baja California,2025,11,30.413363006364193,-115.69221792667337
Tijuana,Baja California,2025,9,31.162460059290353,-114.86648642453775
Jaral Del Progreso,Guanajuato,2025,12,21.225242227156496,-101.62058136908104
Degollado,Jalisco,2025,12,20.2408487806419,-102.8991626461792
Puebla,Puebla,2025,9,23.184837714085194,-102.55399422704204
Juárez,Chihuahua,2025,11,24.086639578501178,-102.81486707116139
Valle De Chalco Solidaridad,México,2025,12,19.22957079575612,-99.61379905262164
La Paz,México,2025,11,19.225942147066892,-99.28275416412359
Mazatlán,Sinaloa,2025,11,23.912799567257505,-102.26777511359045
Ocoyoacac,México,2025,10,19.80254857738386,-99.34913885213855
Zapopan,Jalisco,2025,10,21.145501063822874,-103.19061663328928
Ocoyoacac,México,2025,11,19.608678185258942,-99.46342343548214
Compostela,Nayarit,2025,11,23.47625958553092,-102.15080434843468
Chilpancingo De Los Bravo,Guerrero,2025,11,23.18350071669867,-102.75033199114081
Gustavo A. Madero,Ciudad de México,2025,12,19.709746915927436,-99.14377503635686
Chicoloapan,México,2025,9,19.413704249735805,-99.9344905581804
Monterrey,Nuevo León,2025,11,25.516422009246973,-99.50853199200336
Tancítaro,Michoacán,2025,11,19.972854385094738,-101.26274066031338
Iztapalapa,Ciudad de México,2025,12,19.043797482306154,-99.5937731886315
Durango,Durango,2025,11,23.59262510429086,-102.2944248274843
Benito Juárez,Ciudad de México,2025,12,18.94395364476742,-98.70795168258434
Dolores Hidalgo Cuna De La Independencia Nacional,Guanajuato,2025,11,20.987660641994125,-101.57682465487267
Amatitán,Jalisco,2025,12,20.21580327568184,-103.28145476944738
General Enrique Estrada,Zacatecas,2025,11,23.218817916268073,-102.08451170241196
Cuautla,Morelos,2025,9,23.217526246777105,-102.9660540214142
Ecatepec De Morelos,México,2025,8,19.504510302116064,-99.45827973275316
Degollado,Jalisco,2025,12,20.905544879265424,-103.55205099262746
Tequixquiac,México,2026,1,19.43866876509716,-99.23130380462347
Leon,Guanajuato,2026,1,21.48117254847454,-100.78634175483464
Guadalupe,Nuevo León,2026,1,25.467070579523703,-99.55193351088657
Azcapotzalco,Ciudad de México,2026,1,19.218312086281863,-99.15898578334254
Tizayuca,Hidalgo,2026,1,23.96859912818946,-102.13795734901069
Tijuana,Baja California,2026,1,30.564195838519453,-114.93925060146493
Valle De Bravo,México,2026,1,19.81852253944061,-99.83659952675674
Zapopan,Jalisco,2026,1,20.171654474689817,-103.02048452584933
Morelia,Michoacán,2026,1,20.03637882670764,-102.16979236528451
Culiacan,Sinaloa,2026,1,23.143159911950576,-102.40373012151795
Iguala De La Independencia,Guerrero,2026,1,23.991143113698072,-102.7699911627123
Chihuahua,Chihuahua,2026,1,23.627701109086303,-102.87943311422272
Amatlan De Los Reyes,Veracruz,2026,1,24.0929647961193,-102.92304679837079
Tijuana,Baja California,2026,2,30.414396564735398,-115.08751122412185
Guadalupe,Nuevo León,2026,1,25.64605428440132,-100.15632503623193
Manzanillo,Colima,2026,1,24.0693025356191,-102.27523322847124
Poncitlan,Jalisco,2026,1,20.68259784417015,-103.78404365920106
Playas De Rosarito,Baja California,2026,1,30.969998638135262,-115.4685096621694
Tijuana,Baja California,2026,1,31.036348688984617,-115.24430870762467
Valle De Chalco Solidaridad,México,2026,1,19.309841064767774,-99.36497683516103
San Luis Potosi,San Luis Potosí,2026,1,23.727558080084066,-102.68124749706793
Manzanillo,Colima,2026,1,23.684314311923103,-102.37410862356299
Merida,Yucatán,2026,1,24.00115801049099,-102.11402225176381
Guadalupe,Nuevo León,2026,1,25.137646380341454,-99.8803368118177
Comitan De Dominguez,Chiapas,2026,1,23.380963189592233,-102.76704052524637
Ecatepec De Morelos,México,2026,1,19.805711484076557,-100.13129921844346
Matamoros,Tamaulipas,2026,1,23.990263783890917,-102.12990112609907
Celaya,Guanajuato,2026,1,20.974656752785712,-101.73613058914961
Monterrey,Nuevo León,2026,1,25.712332597801534,-99.6214983273158
Puebla,Puebla,2026,1,23.377381182981136,-102.47106286597278
Zapopan,Jalisco,2026,2,20.34762115972376,-102.9103323014871
Tepic,Nayarit,2026,1,23.563698404939984,-102.20121676422633
Boca Del Rio,Veracruz,2026,1,23.453352228026056,-102.00206588946666
Amatlan De Los Reyes,Veracruz,2026,1,23.683656111850873,-102.64928818454828
Tula De Allende,Hidalgo,2026,1,23.177734636964985,-102.23281171106888
Tampico,Tamaulipas,2026,1,24.074394807666167,-102.59806908639075
Pachuca De Soto,Hidalgo,2026,1,24.086210744479605,-102.52012437969609
Venustiano Carranza,Ciudad de México,2026,1,19.630761714019744,-99.00569453678163
Benito Juarez,Ciudad de México,2026,1,19.468696366344123,-98.75952288581367
Xochimilco,Ciudad de México,2026,1,19.24212761628633,-98.64911653080071
Acapulco De Juarez,Guerrero,2026,1,23.91379501970695,-102.23172658613548
Celaya,Guanajuato,2026,1,21.203731172553876,-101.33963321783267
Altamira,Tamaulipas,2026,1,23.26261693934489,-102.57864299772292
Tijuana,Baja California,2026,3,31.251527184493842,-115.04621769841111
Tijuana,Baja California,2026,2,31.163137242923167,-115.5450228542317
Hidalgo,Michoacán,2026,2,20.016299913291924,-102.09632588686861
Villa Guerrero,México,2026,2,19.58101950838836,-99.80107784235922
Marcos Castellanos,Michoacán,2026,2,19.67991519593579,-101.91956100834592
Tijuana,Baja California,2026,2,30.758843036290617,-115.48749187954401
Puebla,Puebla,2026,2,24.032728483354013,-102.76639224895008
Muzquiz,Coahuila De Zaragoza,2026,2,23.96606388950041,-102.95790681036364
Leon,Guanajuato,2026,2,20.564218670106186,-101.73952606526659
Calpulalpan,Tlaxcala,2026,2,23.12636697449725,-102.01227761026396
Mazatlan,Sinaloa,2026,2,23.47646336687805,-102.57222686626413
Ensenada,Baja California,2026,2,31.15115333078183,-115.39947335284032
Tecalitlan,Jalisco,2026,2,21.146776129314947,-103.16975271730693
Hidalgo,Michoacán,2026,3,19.21691689110353,-101.98854611213494
Atenco,México,2026,3,19.449430715352136,-99.20573881604977
Nogales,Sonora,2026,3,23.480890856631024,-102.21365498558445
Tijuana,Baja California,2026,2,31.3105143978146,-115.69438899768774
Tijuana,Baja California,2026,2,31.182718923135706,-115.36621922421507
Tijuana,Baja California,2026,2,31.178928704711137,-114.90468169243783
Irapuato,Guanajuato,2026,2,20.98769315979497,-100.8126679777086
Zapopan,Jalisco,2026,2,20.574319502337666,-103.38199848875013
Cuernavaca,Morelos,2026,2,23.373407071930707,-102.38658861078929
Tuxtla Gutierrez,Chiapas,2026,2,23.156375496650927,-102.83296605390792
Tlalnepantla De Baz,México,2026,2,19.720022376255052,-99.16453137386301
Chihuahua,Chihuahua,2026,3,23.912901009130078,-102.76832829861655
Leon,Guanajuato,2026,2,21.51871767328613,-100.81466822586488
Chilpancingo De Los Bravo,Guerrero,2026,2,24.096636837073905,-102.35035335100763
Tulancingo De Bravo,Hidalgo,2026,2,23.65543170560263,-102.39226320512114
Tepic,Nayarit,2026,2,23.868987415180513,-102.4873114889835
Zapopan,Jalisco,2026,2,21.104265729882428,-103.61873018828224
Cordoba,Veracruz,2026,2,23.949647390677413,-102.8234719679945
Nezahualcoyotl,México,2026,2,19.1026481017432,-99.93521379092982
Monclova,Coahuila De Zaragoza,2026,2,23.550544135310094,-102.81356173785575
Soledad De Graciano Sanchez,San Luis Potosí,2026,2,23.229159415151496,-102.22041552643324
Iztapalapa,Ciudad de México,2026,2,19.886651027258722,-99.28307474083327
Chihuahua,Chihuahua,2026,2,23.706174634450882,-102.9421573234366
El Mante,Tamaulipas,2026,2,23.328642805503463,-102.03089736985919
Saltillo,Coahuila De Zaragoza,2026,2,23.771700684405857,-102.11621411503657
Miguel Hidalgo,Ciudad de México,2026,2,19.550728240457897,-98.70544771680478
Cuauhtemoc,Chihuahua,2026,2,23.458162718032842,-102.00509217735356
Zapopan,Jalisco,2026,2,20.27305759219963,-103.67550475078052
Tuxtla Gutierrez,Chiapas,2026,2,23.7715731955928,-102.60375798109735
Atizapan De Zaragoza,México,2026,2,19.375607700903792,-99.3974615242959
Tlaquepaque,Jalisco,2026,2,20.93181839173564,-103.15337938194621
Monterrey,Nuevo León,2026,2,25.612363501111993,-100.34230409366015
Tlalnepantla De Baz,México,2026,2,19.70748150031854,-99.33986687500938
Zapopan,Jalisco,2026,2,20.711406838774487,-103.62495942816334
Puebla,Puebla,2026,2,23.660937971535386,-102.77618238517738
Guadalupe,Nuevo León,2026,2,25.968853602658342,-99.9592255771066
Acambaro,Guanajuato,2026,3,20.922482866212395,-101.1644600651583
Puebla,Puebla,2026,3,23.23401522845064,-102.41991379216219
San Pedro Garza Garcia,Nuevo León,2026,3,25.120982676313336,-100.40471316260225
Guaymas,Sonora,2026,3,23.855137255673622,-102.12253913736961
